,Active,Name,AcresBurned,Latitude,Longitude,Location,Counties,Started,Extinguished,Started Month,Burn Length,Burn Length(h)
704,False,Lobo Fire (Wind Complex),821.0,39.245490000000004,-121.12791999999999,"near Lone Lobo Trail, Rough and Ready",Nevada,2017-10-09 00:01:00+00:00,2018-02-09 09:51:00+00:00,10,123 days 09:50:00,2961.8333333333335
706,False,Yankee Fire,775.0,35.7908,-120.77485,Field Rd and Perimeter Rd at Training Area Yankee 6 in Camp Roberts,San Luis Obispo,2017-08-11 16:06:00+00:00,2018-01-09 12:36:00+00:00,8,150 days 20:30:00,3620.5
707,False,Placerita Fire,760.0,34.37443,-118.49343,"Off Hwy 14 & Placerita Canyon Rd, in Santa Clarita",Los Angeles,2017-06-25 12:47:00+00:00,2018-01-09 11:08:00+00:00,6,197 days 22:21:00,4750.35
708,False,Farad Fire,747.0,39.439721999999996,-120.027222,"Hwy 80 and State Boundary, 12 miles northeast of Truckee ",Sierra,2017-07-10 13:02:00+00:00,2018-01-09 11:51:00+00:00,7,182 days 22:49:00,4390.816666666667
709,False,Jacksonville Fire,690.0,37.905545000000004,-120.40813500000002,"Jacksonville Road, south of Jamestown",Tuolumne,2017-07-29 13:50:00+00:00,2018-01-09 12:09:00+00:00,7,163 days 22:19:00,3934.3166666666666
710,False,Peak Fire,680.0,37.37397,-119.83556000000002,"Indian Peak Rd and Usona Rd, 9 miles southeast of Mariposa",Mariposa,2017-09-03 13:10:00+00:00,2018-01-09 12:51:00+00:00,9,127 days 23:41:00,3071.6833333333334
711,False,Mart Fire,670.0,34.14575,-117.17813000000001,"Highland Ave and City Creek Road, Highland",San Bernardino,2017-06-27 15:22:00+00:00,2018-01-09 11:09:00+00:00,6,195 days 19:47:00,4699.783333333334
712,False,Ben Fire,630.0,37.3762,-119.9646,off Ben Hur Road and Silver Bar Road,Mariposa,2017-06-28 15:49:00+00:00,2018-01-09 11:10:00+00:00,6,194 days 19:21:00,4675.35
713,False,Battle Fire,562.0,41.85763,-121.29581,"Hwy 139 south of Newell, east of Tule Lake",Modoc,2017-06-28 13:50:00+00:00,2018-01-09 11:10:00+00:00,6,194 days 21:20:00,4677.333333333333
714,False,Mias Fire,545.0,33.950359999999996,-116.88066,Misa Canyon Road and Bluff Street,Riverside,2017-08-14 15:45:00+00:00,2018-01-09 12:42:00+00:00,8,147 days 20:57:00,3548.95
715,False,W-2 Fire,530.0,41.119890000000005,-120.74968,"Ash Valley, 6 miles west of Madeline",Lassen,2017-08-06 15:29:00+00:00,2018-01-09 12:20:00+00:00,8,155 days 20:51:00,3740.85
716,False,Ming Fire,506.0,35.4605,-118.85896000000001,"Round Mountain Road and Amaya Court, north of Lake Ming",Kern,2017-05-20 14:23:00+00:00,2018-01-09 10:07:00+00:00,5,233 days 19:44:00,5611.733333333334
717,False,Deluz Fire,486.0,33.3906,-117.32348,"Camp Pendleton, north of India Training Area",San Diego,2017-05-19 14:45:00+00:00,2018-01-09 10:06:00+00:00,5,234 days 19:21:00,5635.35
718,False,Fay Fire,469.0,41.3975,-122.8428,"Highway 3 & Fay Lane, south of Etna",Siskiyou,2017-07-05 11:05:00+00:00,2018-01-09 11:44:00+00:00,7,188 days 00:39:00,4512.65
721,False,Monterey Fire,450.0,36.616986,-120.36934699999999,"off South Monterey Ave. & W South Ave., near Tranquillity ",Fresno,2017-06-11 17:15:00+00:00,2018-01-09 10:30:00+00:00,6,211 days 17:15:00,5081.25
722,False,Rucker Fire,444.0,34.67403,-120.4393,"Rucker Rd and Purisima Rd, 2 miles north east of Lompoc",Santa Barbara,2017-09-29 14:42:00+00:00,2018-01-09 13:28:00+00:00,9,101 days 22:46:00,2446.766666666667
723,False,Eastman Fire,429.0,37.14624,-120.01550900000001,"Road 29 & Road 26, southwest of Raymond",Madera,2017-09-18 16:04:00+00:00,2018-01-09 13:21:00+00:00,9,112 days 21:17:00,2709.2833333333333
725,False,Skirball Fire,422.0,34.09454,-118.48178,N Sepulveda Blvd at I-405,Los Angeles,2017-12-06 06:31:00+00:00,2018-01-23 08:11:00+00:00,12,48 days 01:40:00,1153.6666666666667
726,False,Elephant Fire,416.0,36.22265,-119.06598000000001,"off Strathmore Rd, community of Lindsay",Tulare,2017-07-20 19:16:00+00:00,2018-01-09 12:02:00+00:00,7,172 days 16:46:00,4144.766666666666
727,False,Dode Fire,410.0,41.72163,-121.30451000000001,"off Hwy 139, 7 miles North of Tionesta",Modoc,2017-07-13 15:23:00+00:00,2018-01-09 11:54:00+00:00,7,179 days 20:31:00,4316.516666666666
728,False,Jennings Fire,400.0,32.84796,-116.85396000000001,"I-8 and Old Hwy 80, Community of Lakeside",San Diego,2017-07-11 13:45:00+00:00,2018-01-09 11:52:00+00:00,7,181 days 22:07:00,4366.116666666667
729,False,Sonoma Fire,400.0,36.45491,-120.2445,"off Sonoma Ave & Cerini Ave, west of Helm ",Fresno,2017-05-10 15:27:00+00:00,2018-01-09 09:55:00+00:00,5,243 days 18:28:00,5850.466666666666
730,False,Pleasant Fire,392.0,39.34292,-121.12003999999999,"Off Hwy 49 & Pleasant Valley Rd, south of North San Juan  ",Nevada,2017-08-30 15:38:00+00:00,2018-01-09 12:48:00+00:00,8,131 days 21:10:00,3165.1666666666665
731,False,Bear Fire,391.0,37.18356,-122.07011999999999,"Bear Canyon Road and Deer Creek Road in Boulder Creek, CA",Santa Cruz,2017-10-16 22:30:00+00:00,2018-01-09 13:41:00+00:00,10,84 days 15:11:00,2031.1833333333334
733,False,Chris Fire,370.0,38.46111,-119.48284,"Hwy 395, north of Hwy 108, Walker Watershed, south of Walker",Mono,2017-11-13 11:28:00+00:00,2018-01-09 13:46:00+00:00,11,57 days 02:18:00,1370.3
736,False,Stone Fire,340.0,35.42433,-120.47322,"Huer Huero Road, east of Santa Margarita",San Luis Obispo,2017-07-09 13:49:00+00:00,2018-01-09 11:51:00+00:00,7,183 days 22:02:00,4414.033333333334
737,False,Dinely Fire,339.0,36.458090000000006,-118.87676,"off of Dinely Drive in Three Rivers, northeast of Lake Kaweah",Tulare,2017-06-07 11:55:00+00:00,2018-01-09 10:28:00+00:00,6,215 days 22:33:00,5182.55
738,False,Rose Fire,338.0,34.92907,-118.9267,"I-5 Freeway and Grapevine Rd, north of the Grapevine",Kern,2017-08-10 14:32:00+00:00,2018-01-09 12:31:00+00:00,8,151 days 21:59:00,3645.983333333333
739,False,Bryant Fire,325.0,34.084920000000004,-117.03826000000001,"Bryant Street at Hwy 38, City of Yucaipa",San Bernardino,2017-08-03 15:35:00+00:00,2018-01-09 12:18:00+00:00,8,158 days 20:43:00,3812.7166666666667
740,False,Marble Fire,319.0,41.478,-123.506,"Orleans Rd, Six River National Forest",Del Norte,2017-07-19 14:00:00+00:00,2018-01-09 12:01:00+00:00,7,173 days 22:01:00,4174.016666666666
741,False,Liberty Fire,300.0,33.59257,-117.14979,"Los Alamos Rd & Liberty Rd, city of Murrieta",Riverside,2017-12-07 13:14:00+00:00,2018-01-09 13:47:00+00:00,12,33 days 00:33:00,792.55
742,False,Bravo Fire,288.0,35.41283,-118.84466,"Hwy 178 and Mira Monte Drive, 2 miles southeast of Lake Ming",Kern,2017-05-15 14:05:00+00:00,2018-01-09 09:58:00+00:00,5,238 days 19:53:00,5731.883333333333
743,False,Little Mountain Fire,260.0,34.16564,-117.33333999999999,"University Pkwy. and Varsity Ave., San Bernardino City",San Bernardino,2017-12-05 13:35:00+00:00,2018-01-09 13:47:00+00:00,12,35 days 00:12:00,840.2
744,False,Lost Fire,255.0,33.34659,-116.66107,"off of Hwy 79, 4 miles north of Warner Springs",San Diego,2017-07-22 15:00:00+00:00,2018-04-12 14:52:00+00:00,7,263 days 23:52:00,6335.866666666667
745,False,Huasna Fire,245.0,35.122690000000006,-120.39386999999999,"Huasna Townsite Rd & Huasna Rd, Huasna",San Luis Obispo,2017-09-20 13:41:00+00:00,2018-01-09 13:23:00+00:00,9,110 days 23:42:00,2663.7
747,False,Largo Fire,236.0,38.538332000000004,-121.039267,"South Shingle Rd at Michigan Bar Rd, northeast of Rancho Murieta",El Dorado,2017-07-30 01:45:00+00:00,2018-01-09 12:14:00+00:00,7,163 days 10:29:00,3922.483333333333
748,False,Deer Complex,231.0,37.87808,-121.78676999999999,"Deer Valley Road & Marsh Creek Road, west of Brentwood",Contra Costa,2017-07-08 02:20:00+00:00,2018-01-09 11:48:00+00:00,7,185 days 09:28:00,4449.466666666666
750,False,Camp Fire,225.0,35.34541,-120.76463999999999,"off of Hwy 1 & Range Rd, northeast of San Luis Obispo ",San Luis Obispo,2017-05-18 08:48:00+00:00,2018-01-09 10:03:00+00:00,5,236 days 01:15:00,5665.25
751,False,Arrow Fire,225.0,35.21177,-119.87525,off of Soda Lake,San Luis Obispo,2017-05-15 13:58:00+00:00,2018-01-09 09:57:00+00:00,5,238 days 19:59:00,5731.983333333334
752,False,Bodfish Fire,206.0,35.598040000000005,-118.47939,5 miles south of Lake Isabella,Kern,2017-06-10 12:17:00+00:00,2018-01-09 10:29:00+00:00,6,212 days 22:12:00,5110.2
753,False,Eagle Fire,205.0,33.853229999999996,-117.48195,"Off Tin Mine Rd & La Sierra Ave, near Lake Mathews",Riverside,2017-07-04 16:55:00+00:00,2018-01-09 11:44:00+00:00,7,188 days 18:49:00,4530.816666666667
754,False,Skeleton Fire,200.0,39.44543,-122.85193999999998,"Skeleton Glade, 5 miles east of Lake Pillsbury ",Lake,2017-09-12 14:36:00+00:00,2018-01-09 13:20:00+00:00,9,118 days 22:44:00,2854.733333333333
756,False,Eclipse Fire,200.0,32.65003,-116.42907,"Royal Willie Road and La Posta Road, Community of Campo",San Diego,2017-08-21 14:00:00+00:00,2018-01-09 12:43:00+00:00,8,140 days 22:43:00,3382.7166666666667
759,False,Wasioja Fire,190.0,34.9465,-119.8036,"Wasioja Road and Hwy 166, east of New Cuyama ",Santa Barbara,2017-05-20 17:54:00+00:00,2018-01-09 10:07:00+00:00,5,233 days 16:13:00,5608.216666666666
760,False,Toll Fire,186.0,39.9864,-120.89746000000001,"Tollgate Creek and Oakland Camp Road, north of Quincy",Plumas,2017-08-20 16:26:00+00:00,2018-01-09 12:43:00+00:00,8,141 days 20:17:00,3404.2833333333333
761,False,Wild Fire,186.0,36.704679,-120.405077,"Jensen Ave at Ohio Ave, Mendota",Fresno,2017-06-11 10:46:00+00:00,2018-01-09 10:30:00+00:00,6,211 days 23:44:00,5087.733333333334
763,False,Quarry Fire,183.0,35.19008,-118.76151999999999,"off Hwy 223, east of Arvin ",Kern,2017-10-12 10:42:00+00:00,2018-01-09 13:36:00+00:00,10,89 days 02:54:00,2138.9
764,False,Laverne Fire,180.0,40.471059999999994,-122.43608,"off of Laverne Ln & Saddle Trail, 6 miles southeast of Redding",Shasta,2017-07-18 12:39:00+00:00,2018-01-09 12:01:00+00:00,7,174 days 23:22:00,4199.366666666667
765,False,High Fire,170.0,34.412040000000005,-117.03031000000001,"off High Rd & Santa Rosa Rd, Lucerne Valley",San Bernardino,2017-07-23 15:53:00+00:00,2018-01-09 12:04:00+00:00,7,169 days 20:11:00,4076.1833333333334
767,False,Evans Fire,168.0,39.711009999999995,-120.02325,"Off Highway 395 & Scott Rd, east of Loyalton",Sierra,2017-06-19 21:41:00+00:00,2018-01-09 11:00:00+00:00,6,203 days 13:19:00,4885.316666666667
769,False,Peg Fire,157.0,40.80968,-120.48641,"off Termo Grasshopper Rd., northwest of Ravendale",Lassen,2017-08-26 12:35:00+00:00,2018-01-09 12:44:00+00:00,8,136 days 00:09:00,3264.15
770,False,26 Fire,157.0,37.127590000000005,-120.0193,"off of Road 29, north of Ave 26, east of Chowchilla",Madera,2017-06-07 21:00:00+00:00,2018-01-09 10:28:00+00:00,6,215 days 13:28:00,5173.466666666666
771,False,Corral Fire,155.0,37.63358,-121.49925,"Off Corral Hollow Road, South of Tracy",Alameda,2017-09-19 14:05:00+00:00,2018-04-05 10:48:00+00:00,9,197 days 20:43:00,4748.716666666666
776,False,Lucy Fire,150.0,35.6871,-120.3187,"off of Lucy Brown Rd, south of Hwy 41",San Luis Obispo,2017-06-14 11:44:00+00:00,2018-01-09 10:33:00+00:00,6,208 days 22:49:00,5014.816666666667
777,False,41 Fire,150.0,36.90967,-119.79315,"off of Hwy 41 and Ave 11, north of Fresno",Madera,2017-05-17 15:30:00+00:00,2018-01-09 10:01:00+00:00,5,236 days 18:31:00,5682.516666666666
778,False,Tower Fire,150.0,34.30104,-117.45646,"Cleghorn Road, east of I-15, north of the community of Devore",San Bernardino,2017-04-30 16:03:00+00:00,2018-01-09 09:53:00+00:00,4,253 days 17:50:00,6089.833333333333
780,False,Grape Fire,146.0,39.02482,-123.1362,"Off Hwy 101 & Crawford Ranch Rd, Hopland",Mendocino,2017-09-19 13:02:00+00:00,2018-01-09 13:22:00+00:00,9,112 days 00:20:00,2688.3333333333335
786,False,Skyway Fire,134.0,39.69717,-121.75417,"off Skyway and Hwy 99, east of Chico",Butte,2017-06-16 09:27:00+00:00,2018-01-09 10:34:00+00:00,6,207 days 01:07:00,4969.116666666667
791,False,Tumey Fire,126.0,36.5355,-120.6585,"Panoche Rd, 5 miles west of I-5",Fresno,2017-04-29 17:15:00+00:00,2018-01-09 09:52:00+00:00,4,254 days 16:37:00,6112.616666666667
792,False,Coronado Fire,125.0,37.62823,-120.30046000000002,Merced Falls Rd and Coronado Rd in Lake McClure,Mariposa,2017-08-13 16:23:00+00:00,2018-01-09 12:40:00+00:00,8,148 days 20:17:00,3572.2833333333333
793,False,Twist Fire,124.0,37.90014,-120.36005,"Twist Road south of Algerine Road, Jamestown",Tuolumne,2017-07-30 16:28:00+00:00,2018-01-09 12:14:00+00:00,7,162 days 19:46:00,3907.766666666667
794,False,Stewart Fire,122.0,34.009026,-117.239099,Stewart Rd at Woodson Rd in Moreno Valley,Riverside,2017-08-04 14:25:00+00:00,2018-01-09 12:19:00+00:00,8,157 days 21:54:00,3789.9
795,False,Margarita Fire,120.0,35.31886,-120.50886000000001,"Santa Margarita Lake Rd. and W. Pozo Rd., 7 miles SE of Santa Margarita",San Luis Obispo,2017-09-03 16:59:00+00:00,2018-01-09 12:50:00+00:00,9,127 days 19:51:00,3067.85
796,False,Lamb Fire,120.0,33.882870000000004,-116.99651000000001,"Lamb Canyon & Dump Road, north of Hemet ",Riverside,2017-05-25 14:48:00+00:00,2018-01-09 10:16:00+00:00,5,228 days 19:28:00,5491.466666666666
797,False,Maria Fire,117.0,38.291129999999995,-120.62177,"Jesus Maria Road and Music Gulch Road, Mokelumne Hill ",Calaveras,2017-07-17 12:55:00+00:00,2018-01-09 11:58:00+00:00,7,175 days 23:03:00,4223.05
802,False,Poly Fire,105.0,35.3024,-120.65279,near Cal Poly,San Luis Obispo,2017-09-26 15:30:00+00:00,2018-01-09 13:26:00+00:00,9,104 days 21:56:00,2517.9333333333334
804,False,Humboldt Fire,103.0,39.76243,-121.74121000000001,"Humboldt Rd & Hwy 32, 2 miles east of Chico ",Butte,2017-07-19 16:02:00+00:00,2018-04-12 14:52:00+00:00,7,266 days 22:50:00,6406.833333333333
805,False,Coalinga Fire,102.0,36.361129999999996,-120.32685,"Mendota Road and Interstate 5, 12 miles north of Coalinga",Fresno,2017-08-30 16:51:00+00:00,2018-01-09 12:48:00+00:00,8,131 days 19:57:00,3163.95
806,False,Lariat Fire,101.0,37.39801,-121.8179,"Lariat Lane and Claitor Way, 6 miles northeast of San Jose",Santa Clara,2017-07-11 16:51:00+00:00,2018-01-09 11:53:00+00:00,7,181 days 19:02:00,4363.033333333334
807,False,Church Fire,100.0,32.64962,-116.37345,"off Highway 94 and Church Rd, Campo Indian Reservation ",San Diego,2017-10-21 13:04:00+00:00,2018-01-09 13:41:00+00:00,10,80 days 00:37:00,1920.6166666666666
808,False,Oakmont Fire (Central LNU Complex),100.0,38.46123,-122.58152,east side of Highway 12 near the Oakmont community,Sonoma,2017-10-14 20:35:00+00:00,2018-04-05 12:01:00+00:00,10,172 days 15:26:00,4143.433333333333
809,False,Long Fire,100.0,39.0199,-122.57486999999999,"off Hwy 20 & Long Valley Rd, 5 miles east of Clearlake Oaks",Lake,2017-10-14 05:00:00+00:00,2018-01-09 13:38:00+00:00,10,87 days 08:38:00,2096.633333333333
810,False,Timm Fire,100.0,38.43658,-121.97233,"Timm Rd and Peaceful Glen Rd, 5 miles north of Vacaville ",Solano,2017-10-02 09:37:00+00:00,2018-01-09 13:29:00+00:00,10,99 days 03:52:00,2379.866666666667
811,False,Bally Fire,100.0,36.99092,-121.59898999999999,"Ballybunion Ct, Gilroy",Santa Clara,2017-09-03 19:17:00+00:00,2018-01-09 12:50:00+00:00,9,127 days 17:33:00,3065.55
813,False,Tilton Fire,100.0,37.14653,-121.68165,Hale Ave and Tilton Ave in Morgan Hill,Santa Clara,2017-08-11 14:55:00+00:00,2018-01-09 12:39:00+00:00,8,150 days 21:44:00,3621.733333333333
814,False,Mile Fire,100.0,34.19076,-117.26969,"Hwy 18 x Old Waterman Canyon Rd., 1 mile south of Crestline",San Bernardino,2017-07-31 14:44:00+00:00,2018-01-09 12:16:00+00:00,7,161 days 21:32:00,3885.5333333333333
817,False,Auberry Fire,91.0,36.95104,-119.65621000000002,"off Auberry Rd, north of Clovis",Fresno,2017-07-05 15:40:00+00:00,2018-01-09 11:45:00+00:00,7,187 days 20:05:00,4508.083333333333
818,False,Wilbur Fire,91.0,39.52499,-121.64896999999999,"Wilbur rd, north of Oroville Dam blvd    ",Butte,2017-06-06 12:43:00+00:00,2018-01-09 10:27:00+00:00,6,216 days 21:44:00,5205.733333333334
819,False,Daulton Fire,90.0,37.09773,-120.02027,"Road 29 and Ave 24, near Daulton",Madera,2017-07-07 10:00:00+00:00,2018-01-09 11:46:00+00:00,7,186 days 01:46:00,4465.766666666666
820,False,Ridge Fire,87.0,39.15016,-122.57600000000001,"Bartlett Springs, community of Clearlake",Lake,2017-10-06 14:38:00+00:00,2018-01-09 13:29:00+00:00,10,94 days 22:51:00,2278.85
821,False,Vista Fire,86.0,34.34949,-119.30918,off Hwy 33 & Casitas Vista Rd,Ventura,2017-10-24 14:44:00+00:00,2018-01-09 13:45:00+00:00,10,76 days 23:01:00,1847.0166666666667
822,False,Marlborough Fire,85.0,117.337331,34.015741999999996,Marlborough ave and Northgate street,Riverside,2017-08-31 10:13:00+00:00,2018-01-09 12:49:00+00:00,8,131 days 02:36:00,3146.6
823,False,Saw Fire,85.0,40.117940000000004,-123.76098999999999,"Off Alderpoint Rd & Lower Sawmill Rd, east of Garberville",Humboldt,2017-08-03 11:58:00+00:00,2018-01-09 12:17:00+00:00,8,159 days 00:19:00,3816.3166666666666
824,False,Dollar Fire,85.0,34.20152,-117.14466000000002,"off Hwy 330 & Old City Creek Rd, southwest of Running Springs",San Bernardino,2017-07-22 13:35:00+00:00,2018-01-09 12:03:00+00:00,7,170 days 22:28:00,4102.466666666666
826,False,Country Fire,82.0,35.86596,-120.64583999999999,Portuguese Canyon Rd. at Cross Country Rd. southeast of Bradley,Monterey,2017-08-07 18:08:00+00:00,2018-01-09 12:27:00+00:00,8,154 days 18:19:00,3714.3166666666666
828,False,Holiday Fire,80.0,38.869036,-119.61865,"off Hwy 395, south of Gardnerville in Nevada",El Dorado,2017-12-28 20:51:00+00:00,2018-01-09 13:49:00+00:00,12,11 days 16:58:00,280.96666666666664
829,False,Mills File,79.0,40.13278,-120.9204,"Hwy 89, ¼ mile north of Crescent Mills",Plumas,2017-09-03 20:32:00+00:00,2018-01-09 13:18:00+00:00,9,127 days 16:46:00,3064.766666666667
830,False,Fountain Fire ,79.0,35.89423,-119.00334,"off Avenue 56 & Road 256, 2 miles east of Ducor",Tulare,2017-05-31 11:30:00+00:00,2018-01-09 10:23:00+00:00,5,222 days 22:53:00,5350.883333333333
831,False,Castro Fire,78.0,36.96607,-121.55552,"off Castro Valley Rd. &  Hwy 101,  southwest of Gilroy",Santa Clara,2017-07-23 16:07:00+00:00,2018-01-09 12:04:00+00:00,7,169 days 19:57:00,4075.95
832,False,Spring Fire ,78.0,40.38944,-122.13088,"off of Spring Branch Rd, 7 miles east of Cottonwood",Tehama,2017-06-04 16:22:00+00:00,2018-01-09 10:25:00+00:00,6,218 days 18:03:00,5250.05
833,False,McCourtney Fire (Wind Complex),76.0,39.19325,-121.08406000000001,"McCourtney Rd and Hwy 20, Grass Valley",Nevada,2017-10-09 00:00:00+00:00,2018-02-09 09:52:00+00:00,10,123 days 09:52:00,2961.866666666667
834,False,Tivy Fire,76.0,36.8005,-119.35901000000001,near Tivy Mountain,Fresno,2017-06-11 22:45:00+00:00,2018-01-09 10:31:00+00:00,6,211 days 11:46:00,5075.766666666666
835,False,Linne Fire,74.0,35.5956,-120.56068,"Linne Rd x Geneseo Rd, east of Paso Robles",San Luis Obispo,2017-09-26 16:45:00+00:00,2018-01-09 13:26:00+00:00,9,104 days 20:41:00,2516.6833333333334
836,False,Axel Fire,74.0,38.7803,-120.97111000000001,"Axel Ct & Barrister Ct, Rescue",El Dorado,2017-07-08 16:38:00+00:00,2018-01-09 11:50:00+00:00,7,184 days 19:12:00,4435.2
838,False,Lynch Fire,73.0,35.786159999999995,-120.96513999999999,"Lynch Canyon Road and Interlake Road, north of Lake Nacimiento",San Luis Obispo,2017-10-13 12:14:00+00:00,2018-01-09 13:37:00+00:00,10,88 days 01:23:00,2113.383333333333
839,False,Ellis Fire,72.0,33.75526,-117.25075,"off of Mc Pherson Road, Perris",Riverside,2017-07-18 15:34:00+00:00,2018-01-09 12:01:00+00:00,7,174 days 20:27:00,4196.45
840,False,Camatta Fire,70.0,35.4403,-120.2913,"Hwy 58 near Camatta Creek Rd, east of Santa Margarita",San Luis Obispo,2017-08-02 10:33:00+00:00,2018-01-09 12:17:00+00:00,8,160 days 01:44:00,3841.733333333333
842,False,Felipe Fire,70.0,37.25014,-121.68562,"San Felipe Road and Metcalf Road, 8 miles northeast of Morgan Hill",Santa Clara,2017-07-10 15:54:00+00:00,2018-01-09 11:52:00+00:00,7,182 days 19:58:00,4387.966666666666
843,False,Manning Fire,70.0,36.60736,-120.5828,"Interstate 5 and Manning Avenue, north of Coalinga",Fresno,2017-05-19 23:28:00+00:00,2018-01-09 10:05:00+00:00,5,234 days 10:37:00,5626.616666666667
847,False,Orange Fire,65.0,37.82934,-120.68992,"Off Sonora Rd & Orange Blossom Rd, east of Oakdale",Stanislaus,2017-06-21 14:45:00+00:00,2018-01-09 10:59:00+00:00,6,201 days 20:14:00,4844.233333333334
848,False,Placentia Fire,63.0,33.819759999999995,-117.18552,"Placentia Ave. at Eureka St, Nuevo",Riverside,2017-07-28 18:11:00+00:00,2018-01-09 12:07:00+00:00,7,164 days 17:56:00,3953.9333333333334
849,False,Westfall Fire,63.0,37.36914,-120.0088,west of  Westfall Road and north of Whiterock Road,Mariposa,2017-06-15 07:30:00+00:00,2018-01-09 10:33:00+00:00,6,208 days 03:03:00,4995.05
850,False,Montezuma Fire,62.0,33.20988,-116.46988999999999,"Montezuma Valley Rd., near the Community of Borrego Springs.",San Diego,2017-08-26 11:30:00+00:00,2018-01-09 12:44:00+00:00,8,136 days 01:14:00,3265.233333333333
851,False,Bottle Fire,62.0,38.94599,-122.81135,Bottle Rock Rd and Highway 29 in Kelseyville,Lake,2017-08-08 16:40:00+00:00,2018-01-09 12:28:00+00:00,8,153 days 19:48:00,3691.8
853,False,Bolla Fire,60.0,40.32063,-122.83208,"Hwy 36 West, off Tedoc Roadd, west of Platina",Tehama,2017-06-18 07:15:00+00:00,2018-01-09 10:35:00+00:00,6,205 days 03:20:00,4923.333333333333
857,False,Slides Fire,58.0,39.42604,-123.03343999999998,"Elk Mountain Rd, west of Lake Pillsbury",Lake,2017-09-12 16:08:00+00:00,2018-01-09 13:20:00+00:00,9,118 days 21:12:00,2853.2
858,False,Hogback Fire,58.0,36.644040000000004,-118.99943999999999,"off of Hogback Rd and Whitaker Forest Dr, Badger",Tulare,2017-07-18 15:50:00+00:00,2018-01-09 12:01:00+00:00,7,174 days 20:11:00,4196.183333333333
860,False,Live Fire,57.0,40.1583,-122.3209,"Live Oak Road, Community of Ridgway, west of Red Bluff",Tehama,2017-07-28 13:24:00+00:00,2018-01-09 12:07:00+00:00,7,164 days 22:43:00,3958.7166666666667
861,False,Freedom Fire,57.0,36.81476,-119.51592,"Ashland and Riverbend Ave, Sanger City",Fresno,2017-07-04 13:21:00+00:00,2018-01-09 11:43:00+00:00,7,188 days 22:22:00,4534.366666666667
862,False,Bogus Fire,56.0,41.93006,-122.36545,Ager Beswick Rd. and Crest Ln. south of Copco Lake,Siskiyou,2017-06-18 15:45:00+00:00,2018-01-09 10:59:00+00:00,6,204 days 19:14:00,4915.233333333334
863,False,Estate Fire,55.0,38.4446,-122.0041,"Estate Rd & John Wayne Rd, north of Vacaville",Solano,2017-09-23 11:05:00+00:00,2018-01-09 13:23:00+00:00,9,108 days 02:18:00,2594.3
864,False,Owens Fire,55.0,41.99483,-121.90077,"off of Owens Rd and Hwy 97, northeast of Dorris ",Siskiyou,2017-08-29 15:39:00+00:00,2018-01-09 12:47:00+00:00,8,132 days 21:08:00,3189.133333333333
865,False,Topanga Fire,55.0,34.03941,-118.58623999999999,Off Topanga Canyon & Pacific Coast Hwy in Malibu,Los Angeles,2017-06-29 15:09:00+00:00,2018-01-09 11:11:00+00:00,6,193 days 20:02:00,4652.033333333334
868,False,Quimby Fire,54.0,37.334540000000004,-121.76323000000001,"Off Quimby Rd, west of Grant Ranch Park, East San Jose",Santa Clara,2017-06-21 18:02:00+00:00,2018-01-09 11:00:00+00:00,6,201 days 16:58:00,4840.966666666666
869,False,Weller Fire,51.0,37.44485,-121.84108,"Weller Rd and Calaveras Rd, 3 miles east of Milpitas",Santa Clara,2017-07-26 23:19:00+00:00,2018-01-09 12:07:00+00:00,7,166 days 12:48:00,3996.8
870,False,Tank Fire,50.0,35.215559999999996,-118.56578,"Hwy 58 and Keene Ranch Rd, community of Keene",Kern,2017-10-26 11:55:00+00:00,2018-01-09 13:45:00+00:00,10,75 days 01:50:00,1801.8333333333333
871,False,Extension Fire,50.0,33.8826,-117.00589,"Lambs Canyon Road & Gilman Springs Road, Gilman Springs",Riverside,2017-10-23 10:31:00+00:00,2018-01-09 13:42:00+00:00,10,78 days 03:11:00,1875.1833333333334
872,False,Wilson Fire,50.0,34.22551,-118.05545,off Mount Wilson Circle near the Mount Wilson Observatory ,Los Angeles,2017-10-17 03:43:00+00:00,2018-01-09 13:40:00+00:00,10,84 days 09:57:00,2025.95
873,False,Skeggs Fire,50.0,37.41591,-122.3001,"Skyline Rd and Skeggs Point, 3 miles west of Woodside",San Mateo,2017-09-11 19:41:00+00:00,2018-01-09 13:20:00+00:00,9,119 days 17:39:00,2873.65
874,False,Calgary Fire,50.0,35.70639,-118.47306999999999,"Old State Rd & Dollar Rd, Wofford Heights",Kern,2017-08-05 13:16:00+00:00,2018-01-09 12:19:00+00:00,8,156 days 23:03:00,3767.05
878,False,Lago Fire,50.0,33.877390000000005,-117.16215,"Lake Perris State Recreation Area, Moreno Valley (Riverside County)",Riverside,2017-07-03 15:14:00+00:00,2018-01-09 11:41:00+00:00,7,189 days 20:27:00,4556.45
879,False,Douglas Fire,50.0,33.23281,-117.29508999999999,"Hwy. 76 & College Blvd., Oceanside, Camp Pendleton",San Diego,2017-06-13 14:31:00+00:00,2018-01-09 10:32:00+00:00,6,209 days 20:01:00,5036.016666666666
881,False,Serenas Fire,48.0,33.585770000000004,-116.07428999999999,off Avenue 64 and Las Serenas Street,Riverside,2017-05-28 15:27:00+00:00,2018-01-09 10:21:00+00:00,5,225 days 18:54:00,5418.9
